word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
专卖店,-0.28474718,-0.10247352,-0.46312344,0.42254078,-0.087237135,0.5274275,0.36482382,-0.01848571,0.33703667,-0.4123769,-0.45915252,-0.22226405,0.50229037,-0.20736992,-0.2315655,-0.4318596,0.49132365,-0.40810704,-0.5586822,0.50494057,-0.553035,-0.4750895,-0.41258517,-0.058220416,0.2957921,0.33719757,-0.38270873,0.36984795,0.46757352,0.3881523,0.49949098,0.37920395,0.48012275,-0.08934517,-0.43248588,-0.45662165,-0.30677238,0.41881993,0.40101808,-0.39184242,0.49752703,0.28514662,-0.16389933,0.4047377,0.32335305,0.28028637,0.1986057,-0.3449571,0.22064254,-0.39793074,-0.39836115,0.574553,0.27571884,-0.39903417,0.40628332,-0.46081156,-0.04153172,0.30735564,-0.101993546,-0.48353738,-0.47932053,0.17051841,0.452083,-0.43315268,0.22391884,-0.49849117,-0.47611105,0.4091674,0.35008603,-0.33491066
洗衣店,-0.5377413,-0.1874975,-0.38062385,0.37123513,0.17655744,0.21028727,0.174693,-0.25887978,0.17568655,-0.27020675,-0.1488651,-0.23312996,0.10776509,0.028625287,-0.28095296,-0.31516698,0.16100225,-0.41954678,-0.3095473,0.3915347,-0.21172461,-0.30456826,-0.087654166,-0.087061524,0.27874666,0.3253411,-0.1697806,0.18275529,0.19050497,0.09296808,0.30876923,0.31439358,0.25198758,-0.24362507,-0.22831649,-0.296162,-0.39424562,0.2891934,0.4225087,-0.17745207,0.3392926,-0.10665721,-0.18425238,0.24297744,0.35506955,0.25542346,0.11172305,-0.27103364,0.37856477,-0.32584718,-0.21147837,0.31856722,-0.06600785,-0.23037021,0.24905285,-0.33819854,-0.11704979,0.30003518,-0.15517792,-0.28083912,-0.13032159,0.15169194,0.25733072,-0.21154074,0.2270369,-0.25649998,-0.1265833,0.200441,0.18699735,-0.25272334
便民商店/便利店,-0.28630725,-0.2928199,-0.39040887,0.42911863,0.17690584,0.24258757,0.35794452,-0.37719768,0.29976076,-0.24805912,-0.49203116,-0.32618,0.29826918,-0.1871147,-0.315979,-0.41065615,0.2124126,-0.48179263,-0.24038179,0.21626851,-0.3761415,-0.1672135,-0.41853908,-0.1991033,0.39239085,0.2674111,-0.24994828,0.25558075,0.3442593,0.40955386,0.4579957,0.34087026,0.23294899,-0.09023587,-0.3274042,-0.39143622,-0.48639515,0.4335249,0.37199777,-0.20192109,0.4276188,0.13518956,-0.29668537,0.3516389,0.45472324,0.2558727,0.09120478,-0.2992117,0.39716482,-0.34282613,-0.32717228,0.48151177,0.28211647,-0.23196113,0.41413826,-0.18006013,-0.27522585,0.23913391,-0.24680337,-0.34114215,-0.42644832,0.23630136,0.38929272,-0.31512487,0.16619508,-0.28132856,-0.39838967,0.4977631,0.39079356,-0.2697264
公检法机构,0.10653826,-0.1934412,-0.47258896,0.24857153,0.38142923,0.28839594,0.1121145,-0.48951173,0.39652258,-0.2568176,-0.4159206,-0.1374568,0.2907028,-0.28132123,-0.18226416,-0.25393233,0.24651921,-0.44139707,-0.26621747,0.2336022,-0.15227412,0.001630488,-0.28025335,-0.57027864,0.37643796,0.3829646,-0.2670017,0.296982,0.26297826,0.34931332,0.26360148,0.07007001,0.2528875,-0.65016186,-0.17084995,-0.2528162,0.118949495,0.28530157,0.086636424,-0.1267665,0.33313107,0.24756664,-0.29832387,0.45401758,0.12224221,0.288976,0.027579458,-0.19261341,0.32142508,-0.12662655,-0.22090158,0.26729077,0.37524867,-0.007608123,0.21971855,-0.32508022,0.0067249946,0.44576138,-0.38219047,-0.29116467,-0.29115164,0.27755886,0.28738794,-0.030570697,0.35723794,0.013267769,-0.31210792,0.36504382,0.20712256,-0.041857265
冷饮店,-0.44715804,-0.113401264,-0.22244509,0.3522332,-0.23040661,0.2504128,0.24829672,0.45327872,0.05730464,-0.5034909,-0.20069577,-0.18593329,0.3818429,-0.060910556,-0.118552454,-0.3311965,0.12789108,-0.4384884,-0.20439626,0.40393507,-0.305326,-0.416249,-0.049747594,-0.124497026,0.18309146,0.28572327,-0.33113676,0.35851687,0.32099113,0.3614971,0.15667638,-0.056082387,0.27161813,0.005165308,-0.40918937,-0.12178475,-0.30811918,0.31239623,0.30540395,-0.27598235,0.31867862,0.11976801,-0.05715274,0.28326002,0.48220152,0.1991595,0.05612514,-0.40552366,0.27622467,-0.26607096,-0.33503377,0.3597341,0.29185623,-0.39707208,0.27611077,-0.30862248,-0.089364104,0.1555518,-0.20793897,-0.34105098,-0.25494146,0.004207,0.4448314,-0.2854908,0.061717227,-0.2595644,-0.29022396,0.2683946,0.4792508,-0.28185734
娱乐场所,-0.44886652,-0.2945828,-0.31505954,0.33392125,0.01047102,0.28563493,0.26605374,0.17249675,0.27642107,-0.10589382,-0.35871094,-0.30725595,0.33786148,-0.44052678,-0.28665945,-0.41821188,0.14841744,-0.4255079,-0.305821,0.2641764,-0.3386906,-0.05079744,-0.25383043,0.023589626,0.23527713,0.43479317,-0.19649881,0.29236066,0.29259297,0.3517061,0.22697702,0.04133917,0.12787353,-0.077281184,-0.4293077,-0.43688124,-0.25868255,0.4405644,0.34364495,-0.19730866,0.49360338,0.23092724,-0.38946813,0.40940893,0.4053353,0.19299173,0.16957396,-0.38305515,0.24499139,-0.07074107,-0.13991618,0.39505872,0.2935838,-0.25032395,0.38573202,-0.32148924,-0.28276607,0.35383275,-0.2519284,-0.41836405,-0.28084067,0.24579185,0.32664466,-0.38985792,0.2696197,-0.46348238,-0.33929574,0.43570548,0.32685164,-0.28271732
公共厕所,-0.15029344,-0.23062,-0.28914154,0.36407304,0.015813887,0.4158585,0.47427455,0.059928685,0.2579077,-0.101651475,-0.5486063,-0.3659774,0.42989743,-0.40206322,0.0011436567,-0.46326268,0.26609284,-0.33942634,-0.4980959,0.20216992,-0.52686936,-0.2823218,-0.528437,-0.06620275,0.18283543,0.35267612,-0.26266673,0.29103968,0.31093067,0.49644464,0.49789608,0.03480408,0.423102,0.33875376,-0.22372404,-0.33229616,-0.3191029,0.1802689,-0.105544284,-0.31976742,0.39203167,0.51725036,-0.07081483,0.40378046,0.14359415,0.17209452,0.47958213,-0.11300586,0.2475076,-0.14894888,-0.5659223,0.31360662,0.7253919,-0.34317243,0.31295463,-0.5129188,-0.1478211,0.13095027,-0.14294675,-0.2842543,-0.13676995,-0.3310537,0.3395644,-0.24015951,0.192123,-0.16053635,-0.46229672,0.30542958,0.5182729,-0.11638811
楼宇,-0.10657815,-0.48323393,-0.3452354,0.36724216,-0.11511266,0.38258547,0.29011256,0.2367326,0.3895527,-0.078281105,-0.4515663,-0.13629538,0.35520786,-0.54895973,-0.21255422,-0.23050326,0.3314594,-0.31837744,-0.3338404,-0.19577348,-0.265554,-0.09364289,-0.22976649,-0.26071244,0.23232153,0.29525262,-0.12625717,0.40407905,0.14042348,0.35592565,0.01084578,0.106605336,0.07473102,-0.34314463,-0.3083502,-0.23959902,-0.045029342,0.28591448,0.16949299,-0.2203441,0.2362813,0.37664247,-0.432253,0.43369204,0.30068856,0.35829467,0.32334358,-0.4135225,0.29233336,-0.25691384,-0.3364473,0.31923446,0.11916902,-0.29372907,0.36669055,-0.4018009,-0.32996374,0.4533047,-0.4483611,-0.19243942,-0.45869073,0.27871895,0.3769398,-0.41808948,0.41389897,-0.32552034,-0.33781385,0.28095546,0.3645454,-0.06094805
快餐厅,-0.4792186,-0.16519377,-0.2997018,0.35037276,-0.23017728,0.20398936,0.18312389,0.23853457,0.28275466,-0.43487036,-0.3605463,-0.29224068,0.29847455,-0.23516,-0.27161837,-0.37059355,0.19131395,-0.3917993,-0.29617822,0.3874515,-0.3668186,-0.19359106,-0.17623755,-0.12392137,0.31862158,0.42982274,-0.33526057,0.34466752,0.3101705,0.43229824,0.4049775,0.19001159,0.23206098,0.053931553,-0.3673253,-0.14095142,-0.36828268,0.41547412,0.31554687,-0.35788387,0.44470432,0.16860421,-0.07513588,0.33224428,0.4033212,0.40084898,0.22053778,-0.26828006,0.4087935,-0.19635239,-0.3446745,0.46015215,0.37991893,-0.26284242,0.2767052,-0.39175677,-0.25729245,0.31851298,-0.22526026,-0.2919731,-0.46839187,0.1560642,0.27724284,-0.28605887,0.17235905,-0.2549946,-0.47727227,0.26838872,0.5129174,-0.2677506
学校,-0.13341078,-0.43851143,-0.44941807,0.38313812,0.3247627,0.3336482,0.47259808,-0.3707556,-0.02668121,-0.04633449,-0.5425511,-0.37773886,0.301489,-0.39281824,-0.57138,-0.3687876,0.4441551,-0.37823763,-0.38218904,0.34585065,-0.22825819,-0.13822436,-0.2763953,-0.4334699,0.21961018,0.08922467,-0.31492966,0.26440206,0.4773732,0.36762482,0.22429419,-0.33668733,0.24945308,-0.54382503,-0.2664688,-0.40823674,-0.053083476,0.2842912,0.3413766,-0.10233835,0.3584985,0.2719621,0.009355305,0.4533413,0.38950062,0.39279976,-0.03685242,0.113499254,0.20978215,-0.32759506,-0.35084936,0.20025809,0.58950835,-0.14207314,0.33675498,-0.13394317,-0.14106739,0.26397294,-0.2534585,-0.43801633,-0.27141768,0.12772183,0.3593871,-0.18767938,0.5850611,-0.26520956,-0.35958946,0.2986704,0.2984328,0.030389352
运动场馆,-0.3574451,-0.5323693,-0.42042422,0.22756748,-0.10386907,0.35807267,0.2770561,0.08587165,0.24499734,-0.24850428,-0.48409742,-0.19602731,0.4503492,-0.3611818,-0.29597706,-0.4664701,0.4675776,-0.35259032,-0.29261035,0.25548527,-0.14591809,-0.19579998,-0.19036803,-0.27586246,0.18241096,0.4829299,-0.09224894,0.23724437,0.36826974,0.42195073,0.16593683,-0.24435006,0.30643332,-0.12856574,-0.3754936,-0.24185154,-0.1472155,0.47171783,-0.086102046,0.026670303,0.467588,0.20234095,-0.12600043,0.4151639,0.2669633,0.41713217,0.32216597,-0.28821477,0.26773077,-0.18919176,-0.31413326,0.3221433,0.23442073,-0.13778675,0.3343807,-0.11809258,-0.31245506,0.34970015,-0.122390606,-0.29077628,-0.3108452,0.17381701,0.4206106,-0.27736098,0.52296567,-0.45245552,-0.21154487,0.36516804,0.2418505,-0.25558138
充电站,0.08954362,-0.31049195,-0.22614145,0.3659014,-0.07332672,0.35218155,0.27827352,0.18735637,-0.10531984,-0.15501916,-0.39383677,-0.39796075,0.31415355,-0.3415719,-0.27060515,-0.116342045,0.3269686,-0.17417122,-0.3716849,-0.12858143,-0.31390014,0.12839441,-0.12740348,-0.32476953,0.18636295,0.36111712,-0.26932693,0.1362707,0.18987773,0.4604833,0.09076118,0.014296129,0.042668045,-0.14950985,0.031554602,-0.2830118,-0.061378557,0.24691173,0.112392105,0.24715851,0.2224187,0.20067097,-0.27006656,0.290277,0.21630418,0.17096016,0.36721158,-0.25842094,0.3594867,-0.36868608,-0.08588122,0.07990865,0.27628878,-0.06165854,0.31395054,-0.12957221,-0.35969844,0.33168715,-0.14659974,-0.08082583,-0.3304816,0.16448736,0.23101427,-0.11989167,0.31060386,-0.33199537,-0.22246923,0.32132694,0.14456625,-0.20109275
传媒机构,0.14820927,-0.28810158,-0.33873987,0.28416723,-0.25150317,0.26875892,0.09329341,-0.13365346,0.35464022,0.17314829,-0.14158669,-0.21826622,0.1244192,-0.35634494,-0.26898283,-0.09945861,0.41184884,-0.32539505,-0.053801194,-0.34624738,-0.05647074,-0.14942981,-0.16464573,-0.035014816,0.0439436,0.09700893,-0.341371,0.04289544,0.2983024,0.29072154,0.054505944,-0.36623776,0.028374346,-0.59945774,-0.25462458,-0.104524344,0.26263982,0.22763437,0.031110086,-0.22589375,0.23611987,0.36848122,-0.17345847,0.3653591,-0.047886755,0.6395874,-0.14653006,-0.30955535,0.2666374,-0.21144809,-0.30895182,-0.007906431,0.08358683,-0.3817345,0.16385697,0.05084016,-0.30145645,0.4451605,-0.3640716,-0.32953694,-0.37341586,0.23401798,0.2773924,-0.043910258,0.45065558,-0.08545701,-0.43288654,0.2999373,0.38573325,-0.22289726
产业园区,0.13550773,-0.44503468,-0.3680498,0.45002902,-0.092827365,0.15584144,0.36000144,-0.112833515,0.18841109,-0.10507592,-0.33282995,-0.2431924,0.3274454,-0.45671347,-0.3389824,-0.049746558,0.30777872,-0.1343561,0.0775152,-0.31070217,-0.3347423,-0.11824134,-0.14615792,-0.37048608,0.14870219,0.13223372,-0.15623438,0.30675113,0.11173971,0.41864684,-0.051514708,0.2923938,-0.2657876,-0.3119835,-0.026569724,-0.09168945,-0.20601104,0.21508065,0.06085585,-0.050109737,0.21082044,0.39531153,-0.4130171,0.40620792,0.18999691,0.41600797,0.20449191,-0.11790786,0.37932244,-0.4082833,-0.43753743,0.11684851,0.24678692,-0.11987257,0.4019451,-0.39063781,-0.43343663,0.301794,-0.25826475,-0.19033109,-0.43442863,0.2866751,0.0998818,-0.25804242,0.36936176,-0.07778803,-0.32006097,0.45826373,0.18811458,-0.4006002
工厂,0.2868253,-0.20559815,-0.14719881,0.36534607,0.16934109,0.34584975,0.086400606,-0.75009406,0.06732706,-0.14791727,-0.23976937,-0.3490132,0.21488759,-0.15593961,-0.17936046,-0.06254414,0.30440027,-0.19851965,-0.084795244,0.15405159,-0.19801398,-0.12007856,-0.32567284,-0.0045124516,-0.12221516,-0.00891412,-0.17558832,0.0060410127,0.36497897,0.38583368,0.097293794,0.4749422,-0.21939957,-0.28413522,-0.07994961,-0.21985179,-0.27627754,0.08311617,-0.06354602,0.0124993995,0.2249653,0.2600395,-0.4713557,0.41194844,0.11058297,0.36589694,0.25509888,-0.19406936,0.026855879,-0.12555839,-0.24357185,0.07244133,0.25461876,-0.2817227,0.35129458,-0.22407937,-0.23516864,0.3709252,0.059670314,-0.066179365,0.011842192,0.25580725,0.06477127,-0.193906,0.06640094,-0.30063862,-0.41954994,0.4568616,0.08709363,-0.39769065
服装鞋帽皮具店,-0.61044025,0.106700405,-0.30914447,0.44079942,-0.3159374,0.552803,0.1566516,0.35695672,0.14600086,-0.42842376,-0.5040873,-0.109942436,0.47606733,-0.35143322,-0.011120413,-0.38465405,0.28114688,-0.4623984,-0.41930237,0.46889758,-0.32832885,-0.4670806,-0.35859907,-0.11742968,0.40149915,0.39705867,-0.30154616,0.22990635,0.47954983,0.55033994,0.44648254,0.21012178,0.51613545,-0.1670925,-0.43369025,-0.41779813,-0.25560224,0.33872366,0.3558218,-0.48318326,0.3367616,0.3224483,-0.056151602,0.3412716,0.4252289,0.06341616,0.37590325,-0.3877764,0.337418,-0.5044143,-0.33375943,0.34935284,0.26474005,-0.48267192,0.4958814,-0.48799777,0.034555648,0.34277022,-0.3158368,-0.43623367,-0.3704401,-0.0040555634,0.3093449,-0.21712993,0.34301674,-0.3477146,-0.44719428,0.37949347,0.5182961,-0.39357054
医疗保健服务场所,-0.51649684,-0.02411105,-0.29883337,0.22781959,0.4919502,0.21206304,0.40918052,-0.23241612,0.361973,0.2200317,-0.5039197,-0.25538233,0.12015262,-0.40568855,-0.2660483,-0.33555275,0.1543657,-0.3660134,-0.34715444,0.11020954,-0.32635748,-0.44680005,0.016790895,-0.4440399,0.28378808,0.09630597,-0.2508983,0.43326837,0.43532044,0.37623632,0.31125695,-0.09256148,0.5023328,0.073876485,0.0011179224,-0.3873821,-0.21230984,0.12107532,0.22608179,0.095334455,0.3636683,-0.08522078,-0.3894931,0.4174377,0.39369714,0.20435302,0.5092921,-0.15904792,0.40733165,-0.2978524,-0.3331477,0.40941066,0.04292626,-0.2917226,0.3520143,-0.30005947,-0.04124019,0.41679513,-0.41934794,-0.3727287,-0.20345022,0.07027118,0.36989677,-0.21286541,0.3375438,-0.16463555,-0.25745773,0.29327124,0.2624485,-0.117270045
洗浴推拿场所,-0.48909375,-0.19427007,-0.28993067,0.3529445,0.17616296,0.29917115,0.23141024,-0.28729588,0.08951736,-0.30047908,-0.33069605,-0.17093255,0.32406774,-0.2367724,-0.316835,-0.35959324,0.11211972,-0.32061002,-0.19697696,0.25096577,-0.21663314,-0.2744943,-0.15431574,-0.28560627,0.24674472,0.4489613,-0.2660161,0.19712877,0.35708696,0.25377467,0.32496238,0.21843389,0.34530187,-0.10358922,-0.32872757,-0.392799,-0.26878643,0.44540524,0.4043408,-0.021638926,0.46807027,-9.796396e-05,-0.17297617,0.34142825,0.47895727,0.28678247,0.19385375,-0.40632558,0.23766033,-0.29438147,-0.059638403,0.50735766,0.032941043,-0.20942824,0.3240949,-0.28717873,-0.2722447,0.2986803,-0.1073975,-0.36068523,-0.2880401,0.20943812,0.34944522,-0.34739038,0.17684767,-0.34207493,-0.25759083,0.2613985,0.23231083,-0.19662693
家居建材市场,-0.19497085,-0.13038215,-0.40642828,0.510606,-7.735938e-05,0.5452473,0.1411067,-0.48457655,0.29316694,-0.38960317,-0.4093207,-0.38318586,0.328984,-0.12113251,-0.3336354,-0.28825605,0.22667068,-0.35076153,-0.3540138,0.35850698,-0.40540874,-0.20104788,-0.32203725,-0.11525492,0.28880933,0.3810283,-0.24722046,0.20978591,0.5367975,0.4698696,0.45427623,0.537715,0.3485836,0.10224983,-0.42423028,-0.58036435,-0.36020243,0.37576085,0.42611665,-0.2963497,0.330665,0.25256962,-0.40388352,0.52220464,0.30519164,0.33574957,0.32887805,-0.29831874,0.13574898,-0.5207161,-0.39261538,0.33630365,0.30943164,-0.3640686,0.47676414,-0.3651332,-0.2831559,0.37195528,-0.32328275,-0.489114,-0.35740253,0.25886035,0.44167215,-0.35072103,0.07585334,-0.3064173,-0.25027144,0.57908225,0.119711995,-0.42601514
汽车养护/装饰,0.16364548,-0.26488116,-0.38450176,0.13634029,0.0031052977,0.40626138,0.06191881,-0.52579856,-0.08680019,-0.1833333,-0.22433195,-0.3941903,0.3032087,-0.3116049,-0.36801916,-0.30998904,0.33794963,-0.26371792,-0.26530904,-0.048587278,-0.19589019,0.081139386,-0.13731663,-0.18289107,0.33098215,0.26856053,-0.16048458,0.11313696,0.37015498,0.3513425,0.4106269,0.41568136,0.2464767,0.32138258,-0.120318875,-0.37983048,-0.5029061,0.30689842,0.09742053,0.27914625,0.37246266,0.19901752,-0.25172317,0.23204839,0.31956175,0.22367355,0.23973647,-0.14428298,0.19553111,-0.31708843,-0.26866406,0.3920403,0.27665785,-0.033809233,0.15345442,-0.1848123,-0.33221084,0.42779532,-0.13581733,-0.21191864,-0.14170738,0.15019168,0.14137863,-0.21586774,-0.0038659573,-0.43171042,-0.31850624,0.33216584,-0.1828301,-0.44339663
汽车服务相关,0.3422053,-0.21650621,-0.4197139,0.104335,-0.09433916,0.4053988,0.08397372,-0.52728975,-0.12378524,-0.25944075,-0.3049806,-0.35574785,0.29685855,-0.14986926,-0.41250268,-0.3760984,0.35351628,-0.20457557,-0.33466852,-0.1560924,-0.34470665,0.18787411,-0.18510348,-0.13780765,0.4264862,0.21761163,-0.055156246,0.105595484,0.27887958,0.28995335,0.4615499,0.6374606,0.26918635,0.26842916,-0.14699158,-0.29985282,-0.43617502,0.37187016,0.049284935,0.26199892,0.19546305,0.21303248,-0.42369592,0.19681624,0.14589255,0.15998262,0.20612143,-0.05029497,0.092339434,-0.27665234,-0.21018133,0.4428547,0.3380866,-0.10634411,0.15185903,-0.3359563,-0.4825287,0.2737069,-0.3383843,-0.17788282,-0.2735815,0.19248453,0.40267736,-0.2725363,-0.01968326,-0.42071605,-0.21594796,0.28772256,-0.066052824,-0.40731385
汽车维修,0.37834162,-0.30920175,-0.39782855,0.40270793,-0.070169106,0.2067731,0.19662791,-0.6313213,0.14339665,-0.20350905,-0.20824328,-0.2399992,0.2345122,-0.30207038,-0.31359679,-0.12304254,0.30602035,-0.28420892,-0.3159879,-0.10782253,-0.24364892,0.3108753,-0.20859617,-0.016341671,0.26602855,0.047075413,-0.20117553,0.0919629,0.3203165,0.4860744,0.4043106,0.60382175,0.20321363,0.3959181,-0.112394094,-0.2911346,-0.53448474,0.1488232,0.074493654,0.22876237,0.33240655,0.1635571,-0.27122813,0.16534902,0.24501824,0.022999238,0.1768374,-0.31076723,0.21666327,-0.37778077,-0.30876726,0.24683294,0.47709215,0.0033967197,0.18687864,-0.1925081,-0.5484649,0.34069955,-0.08565307,-0.22715485,-0.15619779,0.16303387,0.13356076,-0.23898017,-0.012052454,-0.2720033,-0.25991154,0.2396909,-0.19246253,-0.32599467
汽车销售,0.61358225,-0.52897775,-0.3298456,0.23093736,-0.034429103,0.058532473,0.108894065,-0.13714859,-0.060044177,-0.25756282,-0.14835721,-0.3184618,0.3089736,-0.39185008,-0.34532437,-0.0784744,0.3125593,-0.19399087,-0.29238757,-0.29379106,-0.15775819,0.20717892,-0.18692337,0.02640583,0.24604131,0.14720783,-0.17020208,-0.081350915,0.38953346,0.44675457,0.14517641,0.42786378,0.07743232,0.28773487,-0.13290732,-0.3222515,-0.054478288,0.3531941,0.20272338,0.32904953,0.17759506,0.383695,-0.36419228,0.17453,0.05858457,0.006503502,0.15723169,-0.22024488,0.22130165,-0.12876993,-0.25381163,0.12843753,0.27212667,-0.014744925,0.061207823,-0.26305044,-0.5861344,0.43853074,-0.23467684,-0.18317333,-0.07519685,0.18790457,0.1975597,-0.40614694,-0.049768176,-0.48417085,-0.28296548,0.30933702,-0.20850313,-0.36012417
科研机构,0.07756352,-0.3177479,-0.47110838,0.35751992,0.371335,0.21430945,0.42860043,-0.23602983,0.07019379,0.3109939,-0.4521988,-0.23420377,0.17481214,-0.46524462,-0.35417283,-0.009881154,0.39904818,-0.2948511,-0.10946266,-0.11641957,-0.2170642,-0.15447243,-0.3248585,-0.41554344,0.22441705,-0.04267253,-0.17026073,0.2457292,0.45395243,0.3311323,-0.10430932,-0.5751033,0.21811157,-0.7312219,0.047002982,-0.0075514917,0.420314,0.011803597,0.1652602,0.12129272,0.071807384,0.30923268,-0.06648736,0.41198352,0.18486446,0.3821578,0.14875552,0.0462621,0.28087378,-0.24283847,-0.38896713,0.26300424,0.28534216,-0.27894554,0.45938414,-0.2224204,-0.27360046,0.31714052,-0.28960866,-0.43089727,-0.4053535,0.2125315,0.27608967,-0.16139789,0.5847299,-0.1393242,-0.47747704,0.33064497,0.47558412,0.23008296
汽车综合维修,0.27658257,-0.16896275,-0.28031945,0.23582661,0.13145742,0.24856238,0.20746392,-0.6616835,-0.027144846,-0.17704512,-0.11951466,-0.25877443,0.29946458,-0.13510026,-0.5231081,-0.2742234,0.20475462,-0.3691392,-0.33243674,-0.047492553,-0.26986775,0.13548703,-0.20767915,-0.03465399,0.37402922,0.17596501,-0.20212801,0.14031969,0.2310516,0.30247846,0.34974808,0.58396876,0.11134575,0.32794106,-0.18797646,-0.41500327,-0.5181401,0.17616343,0.040712237,0.31837985,0.28913057,0.10328579,-0.34309512,0.0871613,0.19958921,0.13979886,0.25140324,-0.12885997,0.14821866,-0.14441723,-0.23516947,0.20960394,0.37421876,0.001595404,0.119214304,-0.19861093,-0.4464919,0.44051102,-0.06806016,-0.26544046,-0.2296631,0.094525754,0.17371708,-0.13670564,-0.17161214,-0.27303284,-0.27557725,0.34684372,-0.22576281,-0.23501226
物流速递,0.097159676,-0.42358282,-0.3673161,0.46774027,0.11939414,0.44339484,0.35669634,-0.50789547,0.20874217,-0.06692259,-0.35423613,-0.46958774,0.45474574,-0.3389691,-0.28008014,-0.28430462,0.39702266,-0.20815803,-0.07707528,-0.06654465,-0.22029118,-0.16305375,-0.3157018,-0.13516867,0.20360532,0.31046784,-0.18546551,0.16746718,0.32095015,0.33121914,0.22178602,0.5028043,0.058149405,-0.28985214,-0.39636958,-0.4158412,-0.41284293,0.38344938,0.15322858,-0.14066178,0.29719496,0.23691902,-0.3455581,0.20644146,0.24237382,0.4794995,0.11875275,-0.41588983,0.3670457,-0.21471524,-0.34824288,0.46860754,0.06216188,-0.46972626,0.3200388,-0.3572393,-0.32252315,0.4730361,-0.3675974,-0.295785,-0.3499955,0.19451508,0.33142856,-0.30215743,0.26057965,-0.255205,-0.35857517,0.30171776,0.20480877,-0.34799135
住宿服务相关,-0.5740776,-0.43906152,-0.3383197,0.3292186,0.17085776,0.17877814,0.2241327,0.096092835,0.24170986,0.002589235,-0.43654704,-0.31185237,0.33052745,-0.46900204,0.023358889,-0.40947717,0.21510921,-0.2878813,-0.24497747,0.22496298,-0.14299312,-0.19488809,-0.31395978,-0.10544637,0.15124461,0.4888711,-0.18424186,0.32621777,0.15370591,0.24679923,0.031082269,-0.14501244,0.30023205,-0.48456296,-0.20379667,-0.24219963,-0.23564884,0.38140887,0.31895393,-0.0034672879,0.47794142,0.33381656,-0.26011744,0.20226966,0.39330465,0.32014155,0.07799837,-0.3179231,0.06692492,-0.23040809,-0.061934207,0.40730262,0.28272444,-0.33942062,0.24467728,-0.2411164,-0.14343317,0.29973856,-0.21316689,-0.32687518,-0.21004173,0.2302807,0.41120124,-0.24667314,0.13836099,-0.25000829,-0.29719192,0.42336988,0.25226995,-0.2452386
金融保险服务机构,-0.0790434,-0.41664523,-0.29482576,0.44809955,-0.3101933,0.34672052,0.13586165,0.33927003,0.36091983,0.035139065,-0.38321695,-0.213682,0.31427896,-0.45920116,-0.3203144,-0.3708301,0.43776774,-0.26652008,-0.16172315,-0.47160304,-0.3315096,-0.0128758615,-0.12615201,-0.25008425,0.27822042,0.20089707,-0.33004713,0.4309687,0.29062465,0.32872152,0.1376458,0.26363847,0.2948377,-0.31331527,-0.4601888,-0.15585361,-0.1418471,0.45274025,0.061982475,-0.2222821,0.30839863,0.38806856,-0.44649887,0.4340325,0.35243863,0.1928604,0.15755881,-0.5324719,0.38319084,-0.22937676,-0.46517795,0.3501755,-0.13123702,-0.54870534,0.4341402,-0.34143263,-0.4379328,0.3467913,-0.42312223,-0.24895455,-0.4042256,0.48440927,0.34223896,-0.42297977,0.5038542,-0.123292655,-0.3694931,0.269012,0.18469682,-0.07859706
宾馆酒店,-0.34129494,-0.3635299,-0.3509913,0.35652667,0.05909571,0.27880496,0.28029236,0.058457557,0.14346135,-0.0013955776,-0.37474662,-0.1899097,0.36316746,-0.44909286,-0.18377887,-0.2890476,0.21163385,-0.3634025,-0.25390998,0.029831287,-0.24447826,-0.025174709,-0.38522685,-0.08859694,0.28037226,0.46306127,-0.28870788,0.37778813,0.3295261,0.3894306,0.15581308,0.034317363,0.24750051,-0.23848893,-0.3281111,-0.341898,-0.3651078,0.4086886,0.38523895,-0.1723985,0.50249755,0.1904883,-0.233418,0.3021121,0.47779837,0.36809936,0.19523582,-0.34376526,0.1714677,-0.14883186,-0.2822875,0.35781735,0.2799095,-0.19250026,0.33653772,-0.29271895,-0.2875747,0.34991455,-0.32964748,-0.39261696,-0.34021792,0.07605803,0.40460932,-0.2549128,0.07847473,-0.27486384,-0.1856159,0.3463508,0.29940817,-0.22933842
医药保健销售店,-0.5988832,-0.085334584,-0.36499953,0.3167748,0.14929496,0.33116323,0.38591325,-0.24281642,0.17507796,-0.2827502,-0.27295202,-0.18590415,0.12882584,-0.24442872,-0.23588762,-0.38883132,0.19870262,-0.42392117,-0.40158322,0.20791894,-0.25671375,-0.34857106,-0.011201546,-0.23480785,0.31893927,0.31218958,-0.2575246,0.2895987,0.4162229,0.3437664,0.2742262,0.27989414,0.48962277,0.037593875,-0.340634,-0.2813836,-0.305839,0.2994356,0.33736008,-0.14537969,0.34579518,0.07298578,-0.19629893,0.37569952,0.33786276,0.15804408,0.12585075,-0.18913938,0.32999226,-0.2666754,-0.11322542,0.49081647,-0.043997984,-0.3278345,0.35630533,-0.3284628,-0.14901233,0.41440636,-0.2410588,-0.36811775,-0.3137245,0.116568565,0.27214566,-0.111670524,0.04556953,-0.26244974,-0.3106889,0.38730454,0.25644,-0.2577076
